# YYYY MM DD HHMM  Lon(deg)  Lat(deg)  Dist(AU)
2027 10 16 0000  98.596426  -3.336554  24.685777
2027 10 17 0000  98.591411  -3.336851  24.719545
2027 10 18 0000  98.586410  -3.337147  24.753312
2027 10 19 0000  98.581422  -3.337443  24.787079
2027 10 20 0000  98.576448  -3.337738  24.820845
2027 10 21 0000  98.571488  -3.338032  24.854611
2027 10 22 0000  98.566541  -3.338325  24.888377
2027 10 23 0000  98.561607  -3.338618  24.922143
2027 10 24 0000  98.556687  -3.338909  24.955908
2027 10 25 0000  98.551780  -3.339200  24.989673
2027 10 26 0000  98.546886  -3.339490  25.023437
2027 10 27 0000  98.542005  -3.339779  25.057202
2027 10 28 0000  98.537138  -3.340068  25.090966
2027 10 29 0000  98.532283  -3.340355  25.124730
2027 10 30 0000  98.527442  -3.340642  25.158493
2027 10 31 0000  98.522613  -3.340928  25.192256
2027 11 01 0000  98.517798  -3.341213  25.226019
2027 11 02 0000  98.512995  -3.341498  25.259782
2027 11 03 0000  98.508205  -3.341781  25.293544
2027 11 04 0000  98.503428  -3.342064  25.327306
2027 11 05 0000  98.498664  -3.342346  25.361068
2027 11 06 0000  98.493912  -3.342628  25.394830
2027 11 07 0000  98.489173  -3.342908  25.428591
2027 11 08 0000  98.484446  -3.343188  25.462352
2027 11 09 0000  98.479732  -3.343467  25.496112
2027 11 10 0000  98.475030  -3.343745  25.529873
2027 11 11 0000  98.470341  -3.344023  25.563633
2027 11 12 0000  98.465664  -3.344299  25.597392
2027 11 13 0000  98.460999  -3.344575  25.631152
2027 11 14 0000  98.456347  -3.344851  25.664911
2027 11 15 0000  98.451706  -3.345125  25.698670
2027 11 16 0000  98.447078  -3.345399  25.732428
2027 11 17 0000  98.442462  -3.345672  25.766187
2027 11 18 0000  98.437859  -3.345944  25.799945
2027 11 19 0000  98.433267  -3.346216  25.833702
2027 11 20 0000  98.428687  -3.346487  25.867460
2027 11 21 0000  98.424119  -3.346757  25.901217
2027 11 22 0000  98.419563  -3.347026  25.934974
2027 11 23 0000  98.415018  -3.347295  25.968731
2027 11 24 0000  98.410486  -3.347563  26.002487
2027 11 25 0000  98.405965  -3.347830  26.036243
2027 11 26 0000  98.401456  -3.348097  26.069999
2027 11 27 0000  98.396959  -3.348362  26.103754
2027 11 28 0000  98.392473  -3.348627  26.137509
2027 11 29 0000  98.387999  -3.348892  26.171264
2027 11 30 0000  98.383536  -3.349156  26.205019
2027 12 01 0000  98.379084  -3.349419  26.238773
2027 12 02 0000  98.374645  -3.349681  26.272528
2027 12 03 0000  98.370216  -3.349942  26.306281
2027 12 04 0000  98.365799  -3.350203  26.340035
2027 12 05 0000  98.361393  -3.350464  26.373788
2027 12 06 0000  98.356998  -3.350723  26.407541
2027 12 07 0000  98.352615  -3.350982  26.441294
2027 12 08 0000  98.348243  -3.351240  26.475046
2027 12 09 0000  98.343881  -3.351498  26.508799
2027 12 10 0000  98.339531  -3.351755  26.542551
2027 12 11 0000  98.335192  -3.352011  26.576302
2027 12 12 0000  98.330864  -3.352266  26.610054
2027 12 13 0000  98.326547  -3.352521  26.643805
2027 12 14 0000  98.322241  -3.352775  26.677556
2027 12 15 0000  98.317946  -3.353029  26.711306
2027 12 16 0000  98.313661  -3.353282  26.745056
2027 12 17 0000  98.309387  -3.353534  26.778806
2027 12 18 0000  98.305124  -3.353785  26.812556
2027 12 19 0000  98.300872  -3.354036  26.846306
2027 12 20 0000  98.296630  -3.354286  26.880055
2027 12 21 0000  98.292399  -3.354536  26.913804
2027 12 22 0000  98.288179  -3.354785  26.947553
2027 12 23 0000  98.283969  -3.355033  26.981301
2027 12 24 0000  98.279770  -3.355281  27.015049
2027 12 25 0000  98.275581  -3.355528  27.048797
2027 12 26 0000  98.271402  -3.355774  27.082545
2027 12 27 0000  98.267234  -3.356020  27.116292
2027 12 28 0000  98.263077  -3.356265  27.150039
2027 12 29 0000  98.258929  -3.356510  27.183786
2027 12 30 0000  98.254792  -3.356754  27.217533
2027 12 31 0000  98.250665  -3.356997  27.251279
2028 01 01 0000  98.246548  -3.357240  27.285025
2028 01 02 0000  98.242442  -3.357482  27.318771
2028 01 03 0000  98.238345  -3.357723  27.352516
2028 01 04 0000  98.234259  -3.357964  27.386261
2028 01 05 0000  98.230182  -3.358204  27.420006
2028 01 06 0000  98.226116  -3.358444  27.453751
2028 01 07 0000  98.222060  -3.358683  27.487496
2028 01 08 0000  98.218013  -3.358921  27.521240
2028 01 09 0000  98.213977  -3.359159  27.554984
2028 01 10 0000  98.209950  -3.359396  27.588728
2028 01 11 0000  98.205933  -3.359633  27.622471
2028 01 12 0000  98.201926  -3.359869  27.656214
2028 01 13 0000  98.197929  -3.360104  27.689957
2028 01 14 0000  98.193941  -3.360339  27.723700
2028 01 15 0000  98.189963  -3.360573  27.757442
2028 01 16 0000  98.185995  -3.360807  27.791184
2028 01 17 0000  98.182036  -3.361040  27.824926
2028 01 18 0000  98.178087  -3.361273  27.858668
2028 01 19 0000  98.174147  -3.361505  27.892409
2028 01 20 0000  98.170217  -3.361736  27.926150
2028 01 21 0000  98.166297  -3.361967  27.959891
2028 01 22 0000  98.162385  -3.362197  27.993632
2028 01 23 0000  98.158484  -3.362426  28.027372
2028 01 24 0000  98.154591  -3.362656  28.061112
2028 01 25 0000  98.150708  -3.362884  28.094852
2028 01 26 0000  98.146834  -3.363112  28.128592
2028 01 27 0000  98.142970  -3.363339  28.162331
2028 01 28 0000  98.139115  -3.363566  28.196070
2028 01 29 0000  98.135269  -3.363792  28.229809
2028 01 30 0000  98.131432  -3.364018  28.263548
2028 01 31 0000  98.127604  -3.364243  28.297286
2028 02 01 0000  98.123785  -3.364468  28.331024
2028 02 02 0000  98.119976  -3.364692  28.364762
2028 02 03 0000  98.116175  -3.364915  28.398500
2028 02 04 0000  98.112383  -3.365138  28.432237
2028 02 05 0000  98.108601  -3.365361  28.465974
2028 02 06 0000  98.104827  -3.365583  28.499711
2028 02 07 0000  98.101062  -3.365804  28.533448
2028 02 08 0000  98.097307  -3.366025  28.567184
2028 02 09 0000  98.093559  -3.366245  28.600920
2028 02 10 0000  98.089821  -3.366465  28.634656
2028 02 11 0000  98.086092  -3.366684  28.668392
2028 02 12 0000  98.082371  -3.366903  28.702127
2028 02 13 0000  98.078659  -3.367121  28.735862
2028 02 14 0000  98.074956  -3.367339  28.769597
2028 02 15 0000  98.071261  -3.367556  28.803332
2028 02 16 0000  98.067575  -3.367772  28.837066
2028 02 17 0000  98.063898  -3.367988  28.870800
2028 02 18 0000  98.060229  -3.368204  28.904534
2028 02 19 0000  98.056568  -3.368419  28.938268
2028 02 20 0000  98.052917  -3.368634  28.972002
2028 02 21 0000  98.049273  -3.368848  29.005735
2028 02 22 0000  98.045638  -3.369061  29.039468
2028 02 23 0000  98.042012  -3.369274  29.073200
2028 02 24 0000  98.038394  -3.369487  29.106933
2028 02 25 0000  98.034784  -3.369699  29.140665
2028 02 26 0000  98.031183  -3.369910  29.174397
2028 02 27 0000  98.027590  -3.370121  29.208129
2028 02 28 0000  98.024005  -3.370332  29.241861
2028 02 29 0000  98.020428  -3.370542  29.275592
2028 03 01 0000  98.016860  -3.370751  29.309323
2028 03 02 0000  98.013299  -3.370960  29.343054
2028 03 03 0000  98.009747  -3.371169  29.376784
2028 03 04 0000  98.006203  -3.371377  29.410515
2028 03 05 0000  98.002668  -3.371584  29.444245
2028 03 06 0000  97.999140  -3.371791  29.477975
2028 03 07 0000  97.995620  -3.371998  29.511704
2028 03 08 0000  97.992108  -3.372204  29.545434
2028 03 09 0000  97.988605  -3.372409  29.579163
2028 03 10 0000  97.985109  -3.372614  29.612892
2028 03 11 0000  97.981621  -3.372819  29.646621
2028 03 12 0000  97.978141  -3.373023  29.680349
2028 03 13 0000  97.974669  -3.373227  29.714077
2028 03 14 0000  97.971205  -3.373430  29.747805
2028 03 15 0000  97.967749  -3.373633  29.781533
2028 03 16 0000  97.964300  -3.373835  29.815261
2028 03 17 0000  97.960859  -3.374037  29.848988
2028 03 18 0000  97.957426  -3.374238  29.882715
2028 03 19 0000  97.954001  -3.374439  29.916442
2028 03 20 0000  97.950584  -3.374640  29.950169
2028 03 21 0000  97.947174  -3.374839  29.983895
2028 03 22 0000  97.943771  -3.375039  30.017621
2028 03 23 0000  97.940377  -3.375238  30.051347
2028 03 24 0000  97.936989  -3.375437  30.085073
2028 03 25 0000  97.933610  -3.375635  30.118799
2028 03 26 0000  97.930238  -3.375832  30.152524
2028 03 27 0000  97.926874  -3.376030  30.186249
2028 03 28 0000  97.923517  -3.376226  30.219974
2028 03 29 0000  97.920167  -3.376423  30.253698
2028 03 30 0000  97.916825  -3.376618  30.287423
2028 03 31 0000  97.913490  -3.376814  30.321147
2028 04 01 0000  97.910163  -3.377009  30.354871
2028 04 02 0000  97.906843  -3.377203  30.388595
2028 04 03 0000  97.903530  -3.377397  30.422318
2028 04 04 0000  97.900225  -3.377591  30.456041
2028 04 05 0000  97.896927  -3.377784  30.489764
2028 04 06 0000  97.893637  -3.377977  30.523487
2028 04 07 0000  97.890353  -3.378169  30.557210
2028 04 08 0000  97.887077  -3.378361  30.590932
2028 04 09 0000  97.883808  -3.378553  30.624654
2028 04 10 0000  97.880546  -3.378744  30.658376
2028 04 11 0000  97.877291  -3.378934  30.692098
2028 04 12 0000  97.874044  -3.379124  30.725820
2028 04 13 0000  97.870803  -3.379314  30.759541
2028 04 14 0000  97.867570  -3.379504  30.793262
2028 04 15 0000  97.864343  -3.379692  30.826983
2028 04 16 0000  97.861124  -3.379881  30.860704
2028 04 17 0000  97.857912  -3.380069  30.894424
2028 04 18 0000  97.854706  -3.380257  30.928144
2028 04 19 0000  97.851508  -3.380444  30.961864
2028 04 20 0000  97.848316  -3.380631  30.995584
2028 04 21 0000  97.845132  -3.380817  31.029304
2028 04 22 0000  97.841954  -3.381003  31.063023
2028 04 23 0000  97.838784  -3.381188  31.096742
2028 04 24 0000  97.835620  -3.381374  31.130461
2028 04 25 0000  97.832463  -3.381558  31.164180
2028 04 26 0000  97.829312  -3.381743  31.197898
2028 04 27 0000  97.826169  -3.381927  31.231616
2028 04 28 0000  97.823032  -3.382110  31.265334
2028 04 29 0000  97.819902  -3.382293  31.299052
2028 04 30 0000  97.816779  -3.382476  31.332770
2028 05 01 0000  97.813662  -3.382658  31.366487
2028 05 02 0000  97.810552  -3.382840  31.400205
2028 05 03 0000  97.807449  -3.383022  31.433922
2028 05 04 0000  97.804352  -3.383203  31.467638
2028 05 05 0000  97.801262  -3.383383  31.501355
2028 05 06 0000  97.798179  -3.383564  31.535071
2028 05 07 0000  97.795102  -3.383744  31.568788
2028 05 08 0000  97.792032  -3.383923  31.602504
2028 05 09 0000  97.788968  -3.384102  31.636219
2028 05 10 0000  97.785910  -3.384281  31.669935
2028 05 11 0000  97.782860  -3.384459  31.703650
2028 05 12 0000  97.779815  -3.384637  31.737365
2028 05 13 0000  97.776777  -3.384815  31.771080
2028 05 14 0000  97.773746  -3.384992  31.804795
2028 05 15 0000  97.770721  -3.385169  31.838510
2028 05 16 0000  97.767702  -3.385345  31.872224
2028 05 17 0000  97.764690  -3.385521  31.905938
2028 05 18 0000  97.761684  -3.385697  31.939652
2028 05 19 0000  97.758684  -3.385872  31.973366
2028 05 20 0000  97.755690  -3.386047  32.007079
2028 05 21 0000  97.752703  -3.386222  32.040793
2028 05 22 0000  97.749722  -3.386396  32.074506
2028 05 23 0000  97.746748  -3.386570  32.108219
2028 05 24 0000  97.743779  -3.386743  32.141931
2028 05 25 0000  97.740817  -3.386916  32.175644
2028 05 26 0000  97.737861  -3.387089  32.209356
2028 05 27 0000  97.734911  -3.387261  32.243068
2028 05 28 0000  97.731968  -3.387433  32.276780
2028 05 29 0000  97.729030  -3.387604  32.310492
2028 05 30 0000  97.726099  -3.387776  32.344203
2028 05 31 0000  97.723173  -3.387946  32.377915
2028 06 01 0000  97.720254  -3.388117  32.411626
2028 06 02 0000  97.717340  -3.388287  32.445337
2028 06 03 0000  97.714433  -3.388457  32.479047
2028 06 04 0000  97.711532  -3.388626  32.512758
2028 06 05 0000  97.708637  -3.388795  32.546468
2028 06 06 0000  97.705747  -3.388964  32.580178
2028 06 07 0000  97.702864  -3.389132  32.613888
2028 06 08 0000  97.699987  -3.389300  32.647598
2028 06 09 0000  97.697115  -3.389468  32.681307
2028 06 10 0000  97.694250  -3.389635  32.715017
2028 06 11 0000  97.691390  -3.389802  32.748726
2028 06 12 0000  97.688536  -3.389968  32.782435
2028 06 13 0000  97.685688  -3.390134  32.816144
2028 06 14 0000  97.682846  -3.390300  32.849852
2028 06 15 0000  97.680010  -3.390466  32.883560
2028 06 16 0000  97.677179  -3.390631  32.917269
2028 06 17 0000  97.674354  -3.390796  32.950977
2028 06 18 0000  97.671535  -3.390960  32.984684
2028 06 19 0000  97.668722  -3.391124  33.018392
2028 06 20 0000  97.665915  -3.391288  33.052099
2028 06 21 0000  97.663113  -3.391451  33.085807
2028 06 22 0000  97.660317  -3.391614  33.119514
2028 06 23 0000  97.657526  -3.391777  33.153220
2028 06 24 0000  97.654741  -3.391940  33.186927
2028 06 25 0000  97.651962  -3.392102  33.220634
2028 06 26 0000  97.649189  -3.392263  33.254340
2028 06 27 0000  97.646421  -3.392425  33.288046
2028 06 28 0000  97.643658  -3.392586  33.321752
2028 06 29 0000  97.640901  -3.392746  33.355457
2028 06 30 0000  97.638150  -3.392907  33.389163
2028 07 01 0000  97.635404  -3.393067  33.422868
2028 07 02 0000  97.632664  -3.393227  33.456573
2028 07 03 0000  97.629929  -3.393386  33.490278
2028 07 04 0000  97.627200  -3.393545  33.523983
2028 07 05 0000  97.624476  -3.393704  33.557688
2028 07 06 0000  97.621758  -3.393862  33.591392
2028 07 07 0000  97.619045  -3.394020  33.625096
2028 07 08 0000  97.616338  -3.394178  33.658800
2028 07 09 0000  97.613636  -3.394336  33.692504
2028 07 10 0000  97.610939  -3.394493  33.726208
2028 07 11 0000  97.608248  -3.394650  33.759911
2028 07 12 0000  97.605562  -3.394806  33.793614
2028 07 13 0000  97.602881  -3.394962  33.827317
2028 07 14 0000  97.600206  -3.395118  33.861020
2028 07 15 0000  97.597536  -3.395274  33.894723
2028 07 16 0000  97.594871  -3.395429  33.928426
2028 07 17 0000  97.592212  -3.395584  33.962128
2028 07 18 0000  97.589558  -3.395738  33.995830
2028 07 19 0000  97.586909  -3.395892  34.029532
2028 07 20 0000  97.584265  -3.396046  34.063234
2028 07 21 0000  97.581627  -3.396200  34.096935
2028 07 22 0000  97.578994  -3.396353  34.130637
2028 07 23 0000  97.576366  -3.396506  34.164338
2028 07 24 0000  97.573743  -3.396659  34.198039
2028 07 25 0000  97.571125  -3.396812  34.231740
2028 07 26 0000  97.568512  -3.396964  34.265441
2028 07 27 0000  97.565905  -3.397115  34.299141
2028 07 28 0000  97.563302  -3.397267  34.332842
2028 07 29 0000  97.560705  -3.397418  34.366542
2028 07 30 0000  97.558113  -3.397569  34.400242
2028 07 31 0000  97.555526  -3.397720  34.433941
2028 08 01 0000  97.552944  -3.397870  34.467641
2028 08 02 0000  97.550366  -3.398020  34.501341
2028 08 03 0000  97.547794  -3.398170  34.535040
2028 08 04 0000  97.545227  -3.398319  34.568739
2028 08 05 0000  97.542665  -3.398468  34.602438
2028 08 06 0000  97.540108  -3.398617  34.636136
2028 08 07 0000  97.537556  -3.398765  34.669835
2028 08 08 0000  97.535009  -3.398914  34.703533
2028 08 09 0000  97.532467  -3.399061  34.737231
2028 08 10 0000  97.529929  -3.399209  34.770929
2028 08 11 0000  97.527397  -3.399356  34.804627
2028 08 12 0000  97.524869  -3.399503  34.838325
2028 08 13 0000  97.522346  -3.399650  34.872022
2028 08 14 0000  97.519829  -3.399797  34.905720
2028 08 15 0000  97.517316  -3.399943  34.939417
2028 08 16 0000  97.514807  -3.400089  34.973114
2028 08 17 0000  97.512304  -3.400234  35.006811
2028 08 18 0000  97.509806  -3.400379  35.040507
2028 08 19 0000  97.507312  -3.400524  35.074204
2028 08 20 0000  97.504823  -3.400669  35.107900
2028 08 21 0000  97.502339  -3.400814  35.141596
2028 08 22 0000  97.499859  -3.400958  35.175292
2028 08 23 0000  97.497384  -3.401102  35.208987
2028 08 24 0000  97.494914  -3.401245  35.242683
2028 08 25 0000  97.492449  -3.401389  35.276378
2028 08 26 0000  97.489989  -3.401532  35.310074
2028 08 27 0000  97.487533  -3.401674  35.343769
2028 08 28 0000  97.485081  -3.401817  35.377463
2028 08 29 0000  97.482635  -3.401959  35.411158
2028 08 30 0000  97.480193  -3.402101  35.444853
2028 08 31 0000  97.477755  -3.402243  35.478547
2028 09 01 0000  97.475323  -3.402384  35.512241
2028 09 02 0000  97.472895  -3.402525  35.545935
2028 09 03 0000  97.470471  -3.402666  35.579629
2028 09 04 0000  97.468052  -3.402807  35.613322
2028 09 05 0000  97.465638  -3.402947  35.647016
2028 09 06 0000  97.463228  -3.403087  35.680709
2028 09 07 0000  97.460822  -3.403227  35.714402
2028 09 08 0000  97.458422  -3.403366  35.748095
2028 09 09 0000  97.456025  -3.403505  35.781788
2028 09 10 0000  97.453634  -3.403644  35.815481
2028 09 11 0000  97.451246  -3.403783  35.849173
2028 09 12 0000  97.448863  -3.403921  35.882865
2028 09 13 0000  97.446485  -3.404059  35.916557
2028 09 14 0000  97.444111  -3.404197  35.950249
2028 09 15 0000  97.441742  -3.404335  35.983941
2028 09 16 0000  97.439376  -3.404472  36.017633
2028 09 17 0000  97.437016  -3.404609  36.051324
2028 09 18 0000  97.434660  -3.404746  36.085015
2028 09 19 0000  97.432308  -3.404883  36.118707
2028 09 20 0000  97.429960  -3.405019  36.152398
2028 09 21 0000  97.427617  -3.405155  36.186088
2028 09 22 0000  97.425278  -3.405291  36.219779
2028 09 23 0000  97.422944  -3.405427  36.253469
2028 09 24 0000  97.420614  -3.405562  36.287160
2028 09 25 0000  97.418288  -3.405697  36.320850
2028 09 26 0000  97.415966  -3.405832  36.354540
2028 09 27 0000  97.413649  -3.405966  36.388229
2028 09 28 0000  97.411336  -3.406100  36.421919
2028 09 29 0000  97.409027  -3.406234  36.455608
2028 09 30 0000  97.406723  -3.406368  36.489298
2028 10 01 0000  97.404423  -3.406502  36.522987
2028 10 02 0000  97.402127  -3.406635  36.556676
2028 10 03 0000  97.399835  -3.406768  36.590364
2028 10 04 0000  97.397547  -3.406901  36.624053
2028 10 05 0000  97.395264  -3.407033  36.657741
2028 10 06 0000  97.392985  -3.407165  36.691430
2028 10 07 0000  97.390710  -3.407297  36.725118
2028 10 08 0000  97.388439  -3.407429  36.758806
2028 10 09 0000  97.386172  -3.407561  36.792493
2028 10 10 0000  97.383909  -3.407692  36.826181
2028 10 11 0000  97.381651  -3.407823  36.859869
2028 10 12 0000  97.379397  -3.407954  36.893556
2028 10 13 0000  97.377146  -3.408084  36.927243
2028 10 14 0000  97.374900  -3.408214  36.960930
2028 10 15 0000  97.372658  -3.408345  36.994617
2028 10 16 0000  97.370420  -3.408474  37.028303
2028 10 17 0000  97.368186  -3.408604  37.061990
2028 10 18 0000  97.365956  -3.408733  37.095676
2028 10 19 0000  97.363730  -3.408862  37.129362
2028 10 20 0000  97.361508  -3.408991  37.163048
2028 10 21 0000  97.359291  -3.409120  37.196734
2028 10 22 0000  97.357077  -3.409248  37.230420
2028 10 23 0000  97.354867  -3.409376  37.264105
2028 10 24 0000  97.352661  -3.409504  37.297791
2028 10 25 0000  97.350459  -3.409632  37.331476
2028 10 26 0000  97.348261  -3.409759  37.365161
2028 10 27 0000  97.346067  -3.409886  37.398846
2028 10 28 0000  97.343877  -3.410013  37.432530
2028 10 29 0000  97.341691  -3.410140  37.466215
2028 10 30 0000  97.339509  -3.410267  37.499899
2028 10 31 0000  97.337330  -3.410393  37.533584
2028 11 01 0000  97.335156  -3.410519  37.567268
2028 11 02 0000  97.332985  -3.410645  37.600952
2028 11 03 0000  97.330818  -3.410770  37.634635
2028 11 04 0000  97.328656  -3.410896  37.668319
2028 11 05 0000  97.326497  -3.411021  37.702002
2028 11 06 0000  97.324341  -3.411146  37.735686
2028 11 07 0000  97.322190  -3.411270  37.769369
2028 11 08 0000  97.320043  -3.411395  37.803052
2028 11 09 0000  97.317899  -3.411519  37.836735
2028 11 10 0000  97.315759  -3.411643  37.870417
2028 11 11 0000  97.313623  -3.411767  37.904100
2028 11 12 0000  97.311491  -3.411890  37.937782
2028 11 13 0000  97.309362  -3.412014  37.971464
2028 11 14 0000  97.307237  -3.412137  38.005146
2028 11 15 0000  97.305116  -3.412260  38.038828
2028 11 16 0000  97.302999  -3.412382  38.072510
2028 11 17 0000  97.300885  -3.412505  38.106192
2028 11 18 0000  97.298775  -3.412627  38.139873
2028 11 19 0000  97.296669  -3.412749  38.173554
2028 11 20 0000  97.294567  -3.412871  38.207235
2028 11 21 0000  97.292468  -3.412992  38.240916
2028 11 22 0000  97.290373  -3.413114  38.274597
2028 11 23 0000  97.288282  -3.413235  38.308278
2028 11 24 0000  97.286194  -3.413356  38.341958
2028 11 25 0000  97.284110  -3.413476  38.375639
2028 11 26 0000  97.282029  -3.413597  38.409319
2028 11 27 0000  97.279952  -3.413717  38.442999
2028 11 28 0000  97.277879  -3.413837  38.476679
2028 11 29 0000  97.275810  -3.413957  38.510359
2028 11 30 0000  97.273743  -3.414076  38.544038
2028 12 01 0000  97.271681  -3.414196  38.577718
2028 12 02 0000  97.269622  -3.414315  38.611397
2028 12 03 0000  97.267567  -3.414434  38.645076
2028 12 04 0000  97.265515  -3.414553  38.678755
2028 12 05 0000  97.263467  -3.414671  38.712434
2028 12 06 0000  97.261423  -3.414790  38.746113
2028 12 07 0000  97.259382  -3.414908  38.779791
2028 12 08 0000  97.257344  -3.415026  38.813470
2028 12 09 0000  97.255310  -3.415143  38.847148
2028 12 10 0000  97.253279  -3.415261  38.880826
2028 12 11 0000  97.251252  -3.415378  38.914504
2028 12 12 0000  97.249229  -3.415495  38.948182
2028 12 13 0000  97.247209  -3.415612  38.981860
2028 12 14 0000  97.245192  -3.415729  39.015537
2028 12 15 0000  97.243179  -3.415845  39.049214
2028 12 16 0000  97.241170  -3.415962  39.082892
2028 12 17 0000  97.239163  -3.416078  39.116569
2028 12 18 0000  97.237161  -3.416194  39.150246
2028 12 19 0000  97.235161  -3.416309  39.183923
2028 12 20 0000  97.233165  -3.416425  39.217599
2028 12 21 0000  97.231173  -3.416540  39.251276
2028 12 22 0000  97.229184  -3.416655  39.284952
2028 12 23 0000  97.227198  -3.416770  39.318628
2028 12 24 0000  97.225216  -3.416885  39.352304
2028 12 25 0000  97.223237  -3.416999  39.385980
2028 12 26 0000  97.221261  -3.417113  39.419656
2028 12 27 0000  97.219289  -3.417227  39.453332
2028 12 28 0000  97.217320  -3.417341  39.487007
2028 12 29 0000  97.215355  -3.417455  39.520683
2028 12 30 0000  97.213393  -3.417568  39.554358
2028 12 31 0000  97.211434  -3.417682  39.588033
2029 01 01 0000  97.209478  -3.417795  39.621708
2029 01 02 0000  97.207526  -3.417907  39.655383
2029 01 03 0000  97.205577  -3.418020  39.689057
2029 01 04 0000  97.203631  -3.418133  39.722732
2029 01 05 0000  97.201689  -3.418245  39.756406
2029 01 06 0000  97.199750  -3.418357  39.790080
2029 01 07 0000  97.197814  -3.418469  39.823755
2029 01 08 0000  97.195881  -3.418581  39.857429
2029 01 09 0000  97.193952  -3.418692  39.891102
2029 01 10 0000  97.192026  -3.418803  39.924776
2029 01 11 0000  97.190103  -3.418915  39.958450
2029 01 12 0000  97.188183  -3.419026  39.992123
2029 01 13 0000  97.186267  -3.419136  40.025796
2029 01 14 0000  97.184354  -3.419247  40.059469
2029 01 15 0000  97.182444  -3.419357  40.093142
2029 01 16 0000  97.180537  -3.419467  40.126815
2029 01 17 0000  97.178633  -3.419577  40.160488
2029 01 18 0000  97.176733  -3.419687  40.194160
2029 01 19 0000  97.174836  -3.419797  40.227833
2029 01 20 0000  97.172942  -3.419906  40.261505
2029 01 21 0000  97.171051  -3.420015  40.295177
2029 01 22 0000  97.169163  -3.420125  40.328849
2029 01 23 0000  97.167278  -3.420233  40.362521
2029 01 24 0000  97.165396  -3.420342  40.396193
2029 01 25 0000  97.163518  -3.420451  40.429864
2029 01 26 0000  97.161643  -3.420559  40.463536
2029 01 27 0000  97.159770  -3.420667  40.497207
2029 01 28 0000  97.157901  -3.420775  40.530878
2029 01 29 0000  97.156035  -3.420883  40.564549
2029 01 30 0000  97.154172  -3.420990  40.598220
2029 01 31 0000  97.152312  -3.421098  40.631891
2029 02 01 0000  97.150456  -3.421205  40.665562
2029 02 02 0000  97.148602  -3.421312  40.699232
2029 02 03 0000  97.146751  -3.421419  40.732902
2029 02 04 0000  97.144903  -3.421526  40.766573
2029 02 05 0000  97.143059  -3.421632  40.800243
2029 02 06 0000  97.141217  -3.421738  40.833913
2029 02 07 0000  97.139379  -3.421845  40.867583
2029 02 08 0000  97.137543  -3.421951  40.901252
2029 02 09 0000  97.135711  -3.422056  40.934922
2029 02 10 0000  97.133881  -3.422162  40.968591
2029 02 11 0000  97.132054  -3.422267  41.002261
2029 02 12 0000  97.130231  -3.422373  41.035930
2029 02 13 0000  97.128410  -3.422478  41.069599
2029 02 14 0000  97.126593  -3.422583  41.103268
2029 02 15 0000  97.124778  -3.422687  41.136936
2029 02 16 0000  97.122966  -3.422792  41.170605
2029 02 17 0000  97.121157  -3.422896  41.204273
2029 02 18 0000  97.119352  -3.423001  41.237942
2029 02 19 0000  97.117549  -3.423105  41.271610
2029 02 20 0000  97.115749  -3.423209  41.305278
2029 02 21 0000  97.113952  -3.423312  41.338946
2029 02 22 0000  97.112158  -3.423416  41.372614
2029 02 23 0000  97.110366  -3.423519  41.406282
2029 02 24 0000  97.108578  -3.423622  41.439949
2029 02 25 0000  97.106793  -3.423725  41.473617
2029 02 26 0000  97.105010  -3.423828  41.507284
2029 02 27 0000  97.103230  -3.423931  41.540951
2029 02 28 0000  97.101453  -3.424033  41.574618
2029 03 01 0000  97.099680  -3.424136  41.608285
2029 03 02 0000  97.097908  -3.424238  41.641952
2029 03 03 0000  97.096140  -3.424340  41.675619
2029 03 04 0000  97.094375  -3.424442  41.709285
2029 03 05 0000  97.092612  -3.424543  41.742952
2029 03 06 0000  97.090853  -3.424645  41.776618
2029 03 07 0000  97.089096  -3.424746  41.810284
2029 03 08 0000  97.087342  -3.424847  41.843950
2029 03 09 0000  97.085590  -3.424948  41.877616
2029 03 10 0000  97.083842  -3.425049  41.911282
2029 03 11 0000  97.082096  -3.425150  41.944948
2029 03 12 0000  97.080353  -3.425250  41.978613
2029 03 13 0000  97.078613  -3.425350  42.012278
2029 03 14 0000  97.076876  -3.425451  42.045944
2029 03 15 0000  97.075141  -3.425551  42.079609
2029 03 16 0000  97.073409  -3.425650  42.113274
2029 03 17 0000  97.071680  -3.425750  42.146939
2029 03 18 0000  97.069954  -3.425850  42.180604
2029 03 19 0000  97.068230  -3.425949  42.214268
2029 03 20 0000  97.066510  -3.426048  42.247933
2029 03 21 0000  97.064791  -3.426147  42.281597
2029 03 22 0000  97.063076  -3.426246  42.315261
2029 03 23 0000  97.061363  -3.426345  42.348925
2029 03 24 0000  97.059654  -3.426443  42.382589
2029 03 25 0000  97.057946  -3.426542  42.416253
2029 03 26 0000  97.056242  -3.426640  42.449917
2029 03 27 0000  97.054540  -3.426738  42.483581
2029 03 28 0000  97.052841  -3.426836  42.517244
2029 03 29 0000  97.051144  -3.426934  42.550908
2029 03 30 0000  97.049450  -3.427031  42.584571
2029 03 31 0000  97.047759  -3.427129  42.618234
2029 04 01 0000  97.046071  -3.427226  42.651897
2029 04 02 0000  97.044385  -3.427323  42.685560
2029 04 03 0000  97.042702  -3.427420  42.719223
2029 04 04 0000  97.041021  -3.427517  42.752885
